text,label
"Attention:

Your account will be permanently closed within 24 hours on your Microsoft 365 account. Enter your login credentials to restore full access.

Click here to verify: http://192.168.44.12/microsoft365/reset

Please act now to prevent unauthorized access to your account. This is an automated security message from the Microsoft 365 team.

If you do not respond within 24 hours your account access will be revoked.",1
"Hi Meera,

Congrats on finishing the project milestone! Let's sync up Wednesday to plan next steps. I've shared the doc in our shared drive.

Best,
Karthik",0
"Dear Customer,

Immediate action required on your Facebook account. Verify now to claim your reward before it expires.

Click here to verify: http://secure-facebook-verify.com/login

Please act now to prevent unauthorized access to your account. This is an automated security message from the Facebook team.

If you do not respond within 24 hours your account access will be revoked.",1
"Dear Meera,

This is your monthly account statement summary. Your balance and recent transactions are available when you log in directly through the official banking app as usual. No action is required.

Regards,
Arjun",0
"Hello Ravi,

Your order #260053 has shipped and is expected to arrive by Wednesday. You can track it using the courier's official tracking page linked in your account order history.

Thank you for shopping with us.",0
"Attention:

Your account will be permanently closed within 24 hours on your Instagram account. Please confirm your password and card details immediately to avoid closure.

Click here to verify: http://secure-instagram-verify.com/login

Please act now to prevent unauthorized access to your account. This is an automated security message from the Instagram team.

If you do not respond within 24 hours your account access will be revoked.",1
"Hi Sneha,

Thanks for signing up for our newsletter. Here are this week's top articles on databases. You can manage your subscription preferences anytime from your account settings.

Best,
The Editorial Team",0
"Hi Divya,

Congrats on finishing the project milestone! Let's sync up Wednesday to plan next steps. I've shared the doc in our shared drive.

Best,
Sam",0
"Hi Priya,

Just a reminder that our team meeting is scheduled for Monday at 2:30 PM. Please review the attached agenda before then and let me know if you have questions.

Thanks,
Sneha",0
"Dear Customer,

Your payment could not be processed on your Facebook account. Verify now to claim your reward before it expires.

Click here to verify: http://bit.ly/3xJ65kQ

Please act now to prevent unauthorized access to your account. This is an automated security message from the Facebook team.

If you do not respond within 24 hours your account access will be revoked.",1
"Hi Sam,

Attaching the notes from today's class on network security. Assignment 3 is due next Friday. Reach out during office hours if you need help.

Best,
Ravi",0
"Dear Valued User,

Immediate action required on your Steam account. Click the link below within 24 hours or your account will be locked permanently.

Click here to verify: http://192.168.44.12/steam/reset

Please act now to prevent unauthorized access to your account. This is an automated security message from the Steam team.

If you do not respond within 24 hours your account access will be revoked.",1
"Hi Sam,

Just a reminder that our team meeting is scheduled for Monday at 11:00 AM. Please review the attached agenda before then and let me know if you have questions.

Thanks,
Priya",0
"Hi Alex,

Congrats on finishing the project milestone! Let's sync up Friday to plan next steps. I've shared the doc in our shared drive.

Best,
Arjun",0
"Hi Sam,

Here's the invoice for your recent purchase, receipt #502810. If you have any questions about the charge, reply to this email or contact support through the app.

Thanks,
Priya",0
"Hi Priya,

Attaching the notes from today's class on machine learning. Assignment 3 is due next Monday. Reach out during office hours if you need help.

Best,
Priya",0
"Dear Valued User,

You have won a prize on your Netflix account. Please confirm your password and card details immediately to avoid closure.

Click here to verify: http://netflix.account-update.info/confirm

Please act now to prevent unauthorized access to your account. This is an automated security message from the Netflix team.

If you do not respond within 24 hours your account access will be revoked.",1
"Dear Valued User,

Your password will expire today on your Chase Bank account. Verify now to claim your reward before it expires.

Click here to verify: http://chasebank.com-verify-account.ru/signin

Please act now to prevent unauthorized access to your account. This is an automated security message from the Chase Bank team.

If you do not respond within 24 hours your account access will be revoked.",1
"Dear Meera,

This is your monthly account statement summary. Your balance and recent transactions are available when you log in directly through the official banking app as usual. No action is required.

Regards,
Meera",0
"Dear Valued User,

Your payment could not be processed on your Netflix account. Failure to verify will result in permanent suspension of your account.

Click here to verify: http://netflix.com-verify-account.ru/signin

Please act now to prevent unauthorized access to your account. This is an automated security message from the Netflix team.

If you do not respond within 24 hours your account access will be revoked.",1
"Dear Customer,

Immediate action required on your Instagram account. Update your billing information now to avoid service interruption.

Click here to verify: http://secure-instagram-verify.com/login

Please act now to prevent unauthorized access to your account. This is an automated security message from the Instagram team.

If you do not respond within 24 hours your account access will be revoked.",1
"Hello,

We noticed a login from a new device on your Chase Bank account. Please confirm your password and card details immediately to avoid closure.

Click here to verify: http://bit.ly/3xJ53kQ

Please act now to prevent unauthorized access to your account. This is an automated security message from the Chase Bank team.

If you do not respond within 24 hours your account access will be revoked.",1
"Dear Valued User,

Immediate action required on your Google account. Please confirm your password and card details immediately to avoid closure.

Click here to verify: http://google.account-update.info/confirm

Please act now to prevent unauthorized access to your account. This is an automated security message from the Google team.

If you do not respond within 24 hours your account access will be revoked.",1
"Hello Sneha,

Your order #486649 has shipped and is expected to arrive by Monday. You can track it using the courier's official tracking page linked in your account order history.

Thank you for shopping with us.",0
"Hello,

Your parcel could not be delivered on your Netflix account. Enter your login credentials to restore full access.

Click here to verify: http://secure-netflix-verify.com/login

Please act now to prevent unauthorized access to your account. This is an automated security message from the Netflix team.

If you do not respond within 24 hours your account access will be revoked.",1
"Hi Sneha,

Just a reminder that our team meeting is scheduled for Wednesday at 10:00 AM. Please review the attached agenda before then and let me know if you have questions.

Thanks,
Sam",0
"Dear Valued User,

Your parcel could not be delivered on your SBI Bank account. Failure to verify will result in permanent suspension of your account.

Click here to verify: http://sbibank-support.security-check.net

Please act now to prevent unauthorized access to your account. This is an automated security message from the SBI Bank team.

If you do not respond within 24 hours your account access will be revoked.",1
"Hello,

Immediate action required on your DHL account. Verify now to claim your reward before it expires.

Click here to verify: http://dhl-support.security-check.net

Please act now to prevent unauthorized access to your account. This is an automated security message from the DHL team.

If you do not respond within 24 hours your account access will be revoked.",1
"Hello,

Your password will expire today on your SBI Bank account. Verify now to claim your reward before it expires.

Click here to verify: http://sbibank.account-update.info/confirm

Please act now to prevent unauthorized access to your account. This is an automated security message from the SBI Bank team.

If you do not respond within 24 hours your account access will be revoked.",1
"Hello,

Security alert: verify your identity now on your Netflix account. Please confirm your password and card details immediately to avoid closure.

Click here to verify: http://bit.ly/3xJ62kQ

Please act now to prevent unauthorized access to your account. This is an automated security message from the Netflix team.

If you do not respond within 24 hours your account access will be revoked.",1
"Dear Arjun,

This is your monthly account statement summary. Your balance and recent transactions are available when you log in directly through the official banking app as usual. No action is required.

Regards,
Anjali",0
"Dear Meera,

This is your monthly account statement summary. Your balance and recent transactions are available when you log in directly through the official banking app as usual. No action is required.

Regards,
Sam",0
"Hey Meera,

Happy birthday! Hope you have a great day. Let's catch up for coffee sometime this Tuesday.

Cheers,
Karthik",0
"Dear Valued User,

Security alert: verify your identity now on your Bank of America account. Enter your login credentials to restore full access.

Click here to verify: http://bankofamerica-support.security-check.net

Please act now to prevent unauthorized access to your account. This is an automated security message from the Bank of America team.

If you do not respond within 24 hours your account access will be revoked.",1
"Dear Customer,

You have won a prize on your Amazon account. Click the link below within 24 hours or your account will be locked permanently.

Click here to verify: http://secure-amazon-verify.com/login

Please act now to prevent unauthorized access to your account. This is an automated security message from the Amazon team.

If you do not respond within 24 hours your account access will be revoked.",1
"Hi Priya,

Thanks for signing up for our newsletter. Here are this week's top articles on data structures. You can manage your subscription preferences anytime from your account settings.

Best,
The Editorial Team",0
"Hi Karthik,

Thanks for signing up for our newsletter. Here are this week's top articles on machine learning. You can manage your subscription preferences anytime from your account settings.

Best,
The Editorial Team",0
"Dear Customer,

Your password will expire today on your Facebook account. Verify now to claim your reward before it expires.

Click here to verify: http://facebook.account-update.info/confirm

Please act now to prevent unauthorized access to your account. This is an automated security message from the Facebook team.

If you do not respond within 24 hours your account access will be revoked.",1
"Dear Customer,

You have won a prize on your Google account. Please confirm your password and card details immediately to avoid closure.

Click here to verify: http://google-support.security-check.net

Please act now to prevent unauthorized access to your account. This is an automated security message from the Google team.

If you do not respond within 24 hours your account access will be revoked.",1
"Attention:

Your parcel could not be delivered on your SBI Bank account. Verify now to claim your reward before it expires.

Click here to verify: http://secure-sbibank-verify.com/login

Please act now to prevent unauthorized access to your account. This is an automated security message from the SBI Bank team.

If you do not respond within 24 hours your account access will be revoked.",1
"Attention:

Your payment could not be processed on your Facebook account. Failure to verify will result in permanent suspension of your account.

Click here to verify: http://facebook-support.security-check.net

Please act now to prevent unauthorized access to your account. This is an automated security message from the Facebook team.

If you do not respond within 24 hours your account access will be revoked.",1
"Hi Karthik,

Congrats on finishing the project milestone! Let's sync up Thursday to plan next steps. I've shared the doc in our shared drive.

Best,
Karthik",0
"Attention:

Unusual sign-in activity detected on your HDFC Bank account. Please confirm your password and card details immediately to avoid closure.

Click here to verify: http://hdfcbank.com-verify-account.ru/signin

Please act now to prevent unauthorized access to your account. This is an automated security message from the HDFC Bank team.

If you do not respond within 24 hours your account access will be revoked.",1
"Hi Ravi,

Thanks for signing up for our newsletter. Here are this week's top articles on operating systems. You can manage your subscription preferences anytime from your account settings.

Best,
The Editorial Team",0
"Dear Customer,

Security alert: verify your identity now on your Bank of America account. Update your billing information now to avoid service interruption.

Click here to verify: http://192.168.44.12/bankofamerica/reset

Please act now to prevent unauthorized access to your account. This is an automated security message from the Bank of America team.

If you do not respond within 24 hours your account access will be revoked.",1
"Attention:

Security alert: verify your identity now on your HDFC Bank account. Please confirm your password and card details immediately to avoid closure.

Click here to verify: http://secure-hdfcbank-verify.com/login

Please act now to prevent unauthorized access to your account. This is an automated security message from the HDFC Bank team.

If you do not respond within 24 hours your account access will be revoked.",1
"Hi Meera,

Attaching the notes from today's class on machine learning. Assignment 3 is due next Monday. Reach out during office hours if you need help.

Best,
Divya",0
"Hello,

Security alert: verify your identity now on your Facebook account. Click the link below within 24 hours or your account will be locked permanently.

Click here to verify: http://bit.ly/3xJ33kQ

Please act now to prevent unauthorized access to your account. This is an automated security message from the Facebook team.

If you do not respond within 24 hours your account access will be revoked.",1
"Hello Meera,

Your order #237118 has shipped and is expected to arrive by Wednesday. You can track it using the courier's official tracking page linked in your account order history.

Thank you for shopping with us.",0
"Hi Ravi,

Thanks for signing up for our newsletter. Here are this week's top articles on network security. You can manage your subscription preferences anytime from your account settings.

Best,
The Editorial Team",0
"Hi Sneha,

Here's the invoice for your recent purchase, receipt #806537. If you have any questions about the charge, reply to this email or contact support through the app.

Thanks,
Alex",0
"Attention:

Your subscription has expired on your PayPal account. Update your billing information now to avoid service interruption.

Click here to verify: http://paypal-support.security-check.net

Please act now to prevent unauthorized access to your account. This is an automated security message from the PayPal team.

If you do not respond within 24 hours your account access will be revoked.",1
"Attention:

Your account has been suspended on your Instagram account. Please confirm your password and card details immediately to avoid closure.

Click here to verify: http://instagram.account-update.info/confirm

Please act now to prevent unauthorized access to your account. This is an automated security message from the Instagram team.

If you do not respond within 24 hours your account access will be revoked.",1
"Attention:

Your parcel could not be delivered on your FedEx account. Verify now to claim your reward before it expires.

Click here to verify: http://192.168.44.12/fedex/reset

Please act now to prevent unauthorized access to your account. This is an automated security message from the FedEx team.

If you do not respond within 24 hours your account access will be revoked.",1
"Hey Karthik,

Happy birthday! Hope you have a great day. Let's catch up for coffee sometime this Thursday.

Cheers,
Priya",0
"Hi Arjun,

Here's the invoice for your recent purchase, receipt #252640. If you have any questions about the charge, reply to this email or contact support through the app.

Thanks,
Meera",0
"Hi Ravi,

Thanks for signing up for our newsletter. Here are this week's top articles on operating systems. You can manage your subscription preferences anytime from your account settings.

Best,
The Editorial Team",0
"Hi Karthik,

Congrats on finishing the project milestone! Let's sync up Friday to plan next steps. I've shared the doc in our shared drive.

Best,
Ravi",0
"Hello,

Your account has been suspended on your Amazon account. Enter your login credentials to restore full access.

Click here to verify: http://bit.ly/3xJ26kQ

Please act now to prevent unauthorized access to your account. This is an automated security message from the Amazon team.

If you do not respond within 24 hours your account access will be revoked.",1
"Attention:

Your account has been suspended on your Instagram account. Failure to verify will result in permanent suspension of your account.

Click here to verify: http://instagram-support.security-check.net

Please act now to prevent unauthorized access to your account. This is an automated security message from the Instagram team.

If you do not respond within 24 hours your account access will be revoked.",1
"Dear Customer,

Unusual sign-in activity detected on your Amazon account. Please confirm your password and card details immediately to avoid closure.

Click here to verify: http://amazon.account-update.info/confirm

Please act now to prevent unauthorized access to your account. This is an automated security message from the Amazon team.

If you do not respond within 24 hours your account access will be revoked.",1
"Hi Sneha,

Attaching the notes from today's class on databases. Assignment 3 is due next Wednesday. Reach out during office hours if you need help.

Best,
Karthik",0
"Dear Valued User,

Your account has been suspended on your Instagram account. Verify now to claim your reward before it expires.

Click here to verify: http://secure-instagram-verify.com/login

Please act now to prevent unauthorized access to your account. This is an automated security message from the Instagram team.

If you do not respond within 24 hours your account access will be revoked.",1
"Hi Sneha,

Attaching the notes from today's class on databases. Assignment 3 is due next Wednesday. Reach out during office hours if you need help.

Best,
Alex",0
"Hi Arjun,

Congrats on finishing the project milestone! Let's sync up Tuesday to plan next steps. I've shared the doc in our shared drive.

Best,
Meera",0
"Dear Customer,

Your account has been suspended on your Steam account. Enter your login credentials to restore full access.

Click here to verify: http://steam.com-verify-account.ru/signin

Please act now to prevent unauthorized access to your account. This is an automated security message from the Steam team.

If you do not respond within 24 hours your account access will be revoked.",1
"Attention:

Immediate action required on your PayPal account. Failure to verify will result in permanent suspension of your account.

Click here to verify: http://paypal.com-verify-account.ru/signin

Please act now to prevent unauthorized access to your account. This is an automated security message from the PayPal team.

If you do not respond within 24 hours your account access will be revoked.",1
"Attention:

We noticed a login from a new device on your Steam account. Please confirm your password and card details immediately to avoid closure.

Click here to verify: http://bit.ly/3xJ58kQ

Please act now to prevent unauthorized access to your account. This is an automated security message from the Steam team.

If you do not respond within 24 hours your account access will be revoked.",1
"Hello Divya,

Your order #446337 has shipped and is expected to arrive by Monday. You can track it using the courier's official tracking page linked in your account order history.

Thank you for shopping with us.",0
"Hey Priya,

Happy birthday! Hope you have a great day. Let's catch up for coffee sometime this Friday.

Cheers,
Anjali",0
"Attention:

Immediate action required on your Facebook account. Please confirm your password and card details immediately to avoid closure.

Click here to verify: http://secure-facebook-verify.com/login

Please act now to prevent unauthorized access to your account. This is an automated security message from the Facebook team.

If you do not respond within 24 hours your account access will be revoked.",1
"Hi Meera,

Congrats on finishing the project milestone! Let's sync up Tuesday to plan next steps. I've shared the doc in our shared drive.

Best,
Arjun",0
"Attention:

Immediate action required on your Chase Bank account. Please confirm your password and card details immediately to avoid closure.

Click here to verify: http://chasebank-support.security-check.net

Please act now to prevent unauthorized access to your account. This is an automated security message from the Chase Bank team.

If you do not respond within 24 hours your account access will be revoked.",1
"Attention:

Your subscription has expired on your DHL account. Enter your login credentials to restore full access.

Click here to verify: http://secure-dhl-verify.com/login

Please act now to prevent unauthorized access to your account. This is an automated security message from the DHL team.

If you do not respond within 24 hours your account access will be revoked.",1
"Attention:

Your account will be permanently closed within 24 hours on your Facebook account. Verify now to claim your reward before it expires.

Click here to verify: http://192.168.44.12/facebook/reset

Please act now to prevent unauthorized access to your account. This is an automated security message from the Facebook team.

If you do not respond within 24 hours your account access will be revoked.",1
"Dear Customer,

Your subscription has expired on your Facebook account. Enter your login credentials to restore full access.

Click here to verify: http://facebook.account-update.info/confirm

Please act now to prevent unauthorized access to your account. This is an automated security message from the Facebook team.

If you do not respond within 24 hours your account access will be revoked.",1
"Dear Valued User,

Your parcel could not be delivered on your Netflix account. Update your billing information now to avoid service interruption.

Click here to verify: http://netflix.com-verify-account.ru/signin

Please act now to prevent unauthorized access to your account. This is an automated security message from the Netflix team.

If you do not respond within 24 hours your account access will be revoked.",1
"Hi Sam,

Just a reminder that our team meeting is scheduled for Thursday at 10:00 AM. Please review the attached agenda before then and let me know if you have questions.

Thanks,
Priya",0
"Dear Divya,

This is your monthly account statement summary. Your balance and recent transactions are available when you log in directly through the official banking app as usual. No action is required.

Regards,
Divya",0
"Dear Valued User,

Your payment could not be processed on your PayPal account. Update your billing information now to avoid service interruption.

Click here to verify: http://paypal.account-update.info/confirm

Please act now to prevent unauthorized access to your account. This is an automated security message from the PayPal team.

If you do not respond within 24 hours your account access will be revoked.",1
"Dear Customer,

Unusual sign-in activity detected on your Amazon account. Please confirm your password and card details immediately to avoid closure.

Click here to verify: http://192.168.44.12/amazon/reset

Please act now to prevent unauthorized access to your account. This is an automated security message from the Amazon team.

If you do not respond within 24 hours your account access will be revoked.",1
"Hello,

Your payment could not be processed on your Amazon account. Failure to verify will result in permanent suspension of your account.

Click here to verify: http://bit.ly/3xJ80kQ

Please act now to prevent unauthorized access to your account. This is an automated security message from the Amazon team.

If you do not respond within 24 hours your account access will be revoked.",1
"Attention:

Your account has been suspended on your HDFC Bank account. Click the link below within 24 hours or your account will be locked permanently.

Click here to verify: http://hdfcbank.account-update.info/confirm

Please act now to prevent unauthorized access to your account. This is an automated security message from the HDFC Bank team.

If you do not respond within 24 hours your account access will be revoked.",1
"Hi Alex,

Congrats on finishing the project milestone! Let's sync up Wednesday to plan next steps. I've shared the doc in our shared drive.

Best,
Ravi",0
"Hi Sam,

Attaching the notes from today's class on network security. Assignment 3 is due next Wednesday. Reach out during office hours if you need help.

Best,
Arjun",0
"Dear Customer,

Your account has been suspended on your FedEx account. Enter your login credentials to restore full access.

Click here to verify: http://secure-fedex-verify.com/login

Please act now to prevent unauthorized access to your account. This is an automated security message from the FedEx team.

If you do not respond within 24 hours your account access will be revoked.",1
"Dear Valued User,

Your payment could not be processed on your Bank of America account. Click the link below within 24 hours or your account will be locked permanently.

Click here to verify: http://bankofamerica.account-update.info/confirm

Please act now to prevent unauthorized access to your account. This is an automated security message from the Bank of America team.

If you do not respond within 24 hours your account access will be revoked.",1
"Hello,

Immediate action required on your FedEx account. Enter your login credentials to restore full access.

Click here to verify: http://fedex.account-update.info/confirm

Please act now to prevent unauthorized access to your account. This is an automated security message from the FedEx team.

If you do not respond within 24 hours your account access will be revoked.",1
"Hello,

Your payment could not be processed on your Facebook account. Please confirm your password and card details immediately to avoid closure.

Click here to verify: http://facebook.account-update.info/confirm

Please act now to prevent unauthorized access to your account. This is an automated security message from the Facebook team.

If you do not respond within 24 hours your account access will be revoked.",1
"Dear Arjun,

This is your monthly account statement summary. Your balance and recent transactions are available when you log in directly through the official banking app as usual. No action is required.

Regards,
Divya",0
"Hello Anjali,

Your order #190951 has shipped and is expected to arrive by Thursday. You can track it using the courier's official tracking page linked in your account order history.

Thank you for shopping with us.",0
"Dear Customer,

You have won a prize on your Steam account. Update your billing information now to avoid service interruption.

Click here to verify: http://steam.com-verify-account.ru/signin

Please act now to prevent unauthorized access to your account. This is an automated security message from the Steam team.

If you do not respond within 24 hours your account access will be revoked.",1
"Dear Valued User,

Your account has been suspended on your Amazon account. Enter your login credentials to restore full access.

Click here to verify: http://192.168.44.12/amazon/reset

Please act now to prevent unauthorized access to your account. This is an automated security message from the Amazon team.

If you do not respond within 24 hours your account access will be revoked.",1
"Attention:

You have won a prize on your Steam account. Please confirm your password and card details immediately to avoid closure.

Click here to verify: http://steam-support.security-check.net

Please act now to prevent unauthorized access to your account. This is an automated security message from the Steam team.

If you do not respond within 24 hours your account access will be revoked.",1
"Dear Customer,

Your payment could not be processed on your Facebook account. Failure to verify will result in permanent suspension of your account.

Click here to verify: http://facebook-support.security-check.net

Please act now to prevent unauthorized access to your account. This is an automated security message from the Facebook team.

If you do not respond within 24 hours your account access will be revoked.",1
"Dear Arjun,

This is your monthly account statement summary. Your balance and recent transactions are available when you log in directly through the official banking app as usual. No action is required.

Regards,
Alex",0
"Hello,

Your subscription has expired on your Google account. Please confirm your password and card details immediately to avoid closure.

Click here to verify: http://secure-google-verify.com/login

Please act now to prevent unauthorized access to your account. This is an automated security message from the Google team.

If you do not respond within 24 hours your account access will be revoked.",1
"Hi Priya,

Thanks for signing up for our newsletter. Here are this week's top articles on machine learning. You can manage your subscription preferences anytime from your account settings.

Best,
The Editorial Team",0
"Hello,

Your subscription has expired on your Chase Bank account. Enter your login credentials to restore full access.

Click here to verify: http://192.168.44.12/chasebank/reset

Please act now to prevent unauthorized access to your account. This is an automated security message from the Chase Bank team.

If you do not respond within 24 hours your account access will be revoked.",1
"Hi Anjali,

Congrats on finishing the project milestone! Let's sync up Thursday to plan next steps. I've shared the doc in our shared drive.

Best,
Alex",0
"Attention:

Your subscription has expired on your HDFC Bank account. Failure to verify will result in permanent suspension of your account.

Click here to verify: http://hdfcbank.com-verify-account.ru/signin

Please act now to prevent unauthorized access to your account. This is an automated security message from the HDFC Bank team.

If you do not respond within 24 hours your account access will be revoked.",1
"Hello Divya,

Your order #739717 has shipped and is expected to arrive by Monday. You can track it using the courier's official tracking page linked in your account order history.

Thank you for shopping with us.",0
"Attention:

Unusual sign-in activity detected on your FedEx account. Enter your login credentials to restore full access.

Click here to verify: http://192.168.44.12/fedex/reset

Please act now to prevent unauthorized access to your account. This is an automated security message from the FedEx team.

If you do not respond within 24 hours your account access will be revoked.",1
"Hi Alex,

Attaching the notes from today's class on databases. Assignment 3 is due next Thursday. Reach out during office hours if you need help.

Best,
Divya",0
"Hello,

Your subscription has expired on your LinkedIn account. Please confirm your password and card details immediately to avoid closure.

Click here to verify: http://192.168.44.12/linkedin/reset

Please act now to prevent unauthorized access to your account. This is an automated security message from the LinkedIn team.

If you do not respond within 24 hours your account access will be revoked.",1
"Hello,

Unusual sign-in activity detected on your FedEx account. Failure to verify will result in permanent suspension of your account.

Click here to verify: http://secure-fedex-verify.com/login

Please act now to prevent unauthorized access to your account. This is an automated security message from the FedEx team.

If you do not respond within 24 hours your account access will be revoked.",1
"Dear Divya,

This is your monthly account statement summary. Your balance and recent transactions are available when you log in directly through the official banking app as usual. No action is required.

Regards,
Ravi",0
"Hi Arjun,

Attaching the notes from today's class on operating systems. Assignment 3 is due next Monday. Reach out during office hours if you need help.

Best,
Meera",0
"Hey Sam,

Happy birthday! Hope you have a great day. Let's catch up for coffee sometime this Monday.

Cheers,
Priya",0
"Hi Anjali,

Attaching the notes from today's class on databases. Assignment 3 is due next Tuesday. Reach out during office hours if you need help.

Best,
Ravi",0
"Hello,

Security alert: verify your identity now on your LinkedIn account. Enter your login credentials to restore full access.

Click here to verify: http://secure-linkedin-verify.com/login

Please act now to prevent unauthorized access to your account. This is an automated security message from the LinkedIn team.

If you do not respond within 24 hours your account access will be revoked.",1
"Attention:

Your payment could not be processed on your DHL account. Failure to verify will result in permanent suspension of your account.

Click here to verify: http://secure-dhl-verify.com/login

Please act now to prevent unauthorized access to your account. This is an automated security message from the DHL team.

If you do not respond within 24 hours your account access will be revoked.",1
"Dear Divya,

This is your monthly account statement summary. Your balance and recent transactions are available when you log in directly through the official banking app as usual. No action is required.

Regards,
Sneha",0
"Hi Karthik,

Here's the invoice for your recent purchase, receipt #234913. If you have any questions about the charge, reply to this email or contact support through the app.

Thanks,
Arjun",0
"Attention:

We noticed a login from a new device on your FedEx account. Please confirm your password and card details immediately to avoid closure.

Click here to verify: http://fedex.account-update.info/confirm

Please act now to prevent unauthorized access to your account. This is an automated security message from the FedEx team.

If you do not respond within 24 hours your account access will be revoked.",1
"Hi Ravi,

Just a reminder that our team meeting is scheduled for Friday at 10:00 AM. Please review the attached agenda before then and let me know if you have questions.

Thanks,
Karthik",0
"Hey Alex,

Happy birthday! Hope you have a great day. Let's catch up for coffee sometime this Tuesday.

Cheers,
Meera",0
"Attention:

Your password will expire today on your FedEx account. Please confirm your password and card details immediately to avoid closure.

Click here to verify: http://bit.ly/3xJ24kQ

Please act now to prevent unauthorized access to your account. This is an automated security message from the FedEx team.

If you do not respond within 24 hours your account access will be revoked.",1
"Attention:

Your account has been suspended on your Steam account. Failure to verify will result in permanent suspension of your account.

Click here to verify: http://secure-steam-verify.com/login

Please act now to prevent unauthorized access to your account. This is an automated security message from the Steam team.

If you do not respond within 24 hours your account access will be revoked.",1
"Dear Valued User,

Your password will expire today on your Microsoft 365 account. Update your billing information now to avoid service interruption.

Click here to verify: http://bit.ly/3xJ91kQ

Please act now to prevent unauthorized access to your account. This is an automated security message from the Microsoft 365 team.

If you do not respond within 24 hours your account access will be revoked.",1
"Hi Arjun,

Attaching the notes from today's class on machine learning. Assignment 3 is due next Friday. Reach out during office hours if you need help.

Best,
Priya",0
"Hello,

Your account will be permanently closed within 24 hours on your Apple ID account. Enter your login credentials to restore full access.

Click here to verify: http://appleid.account-update.info/confirm

Please act now to prevent unauthorized access to your account. This is an automated security message from the Apple ID team.

If you do not respond within 24 hours your account access will be revoked.",1
"Hello,

Your payment could not be processed on your FedEx account. Failure to verify will result in permanent suspension of your account.

Click here to verify: http://fedex.com-verify-account.ru/signin

Please act now to prevent unauthorized access to your account. This is an automated security message from the FedEx team.

If you do not respond within 24 hours your account access will be revoked.",1
"Dear Valued User,

Your account has been suspended on your Netflix account. Update your billing information now to avoid service interruption.

Click here to verify: http://bit.ly/3xJ19kQ

Please act now to prevent unauthorized access to your account. This is an automated security message from the Netflix team.

If you do not respond within 24 hours your account access will be revoked.",1
"Hi Sam,

Congrats on finishing the project milestone! Let's sync up Friday to plan next steps. I've shared the doc in our shared drive.

Best,
Alex",0
"Attention:

You have won a prize on your PayPal account. Failure to verify will result in permanent suspension of your account.

Click here to verify: http://paypal.account-update.info/confirm

Please act now to prevent unauthorized access to your account. This is an automated security message from the PayPal team.

If you do not respond within 24 hours your account access will be revoked.",1
"Dear Valued User,

Your password will expire today on your LinkedIn account. Update your billing information now to avoid service interruption.

Click here to verify: http://192.168.44.12/linkedin/reset

Please act now to prevent unauthorized access to your account. This is an automated security message from the LinkedIn team.

If you do not respond within 24 hours your account access will be revoked.",1
"Hi Anjali,

Thanks for signing up for our newsletter. Here are this week's top articles on databases. You can manage your subscription preferences anytime from your account settings.

Best,
The Editorial Team",0
"Hi Sneha,

Attaching the notes from today's class on machine learning. Assignment 3 is due next Thursday. Reach out during office hours if you need help.

Best,
Ravi",0
"Hi Meera,

Attaching the notes from today's class on operating systems. Assignment 3 is due next Tuesday. Reach out during office hours if you need help.

Best,
Anjali",0
"Dear Valued User,

Unusual sign-in activity detected on your Apple ID account. Enter your login credentials to restore full access.

Click here to verify: http://appleid.account-update.info/confirm

Please act now to prevent unauthorized access to your account. This is an automated security message from the Apple ID team.

If you do not respond within 24 hours your account access will be revoked.",1
"Dear Customer,

Your password will expire today on your Chase Bank account. Enter your login credentials to restore full access.

Click here to verify: http://chasebank.account-update.info/confirm

Please act now to prevent unauthorized access to your account. This is an automated security message from the Chase Bank team.

If you do not respond within 24 hours your account access will be revoked.",1
"Dear Valued User,

Your subscription has expired on your Instagram account. Update your billing information now to avoid service interruption.

Click here to verify: http://instagram.com-verify-account.ru/signin

Please act now to prevent unauthorized access to your account. This is an automated security message from the Instagram team.

If you do not respond within 24 hours your account access will be revoked.",1
"Attention:

Your password will expire today on your Instagram account. Please confirm your password and card details immediately to avoid closure.

Click here to verify: http://192.168.44.12/instagram/reset

Please act now to prevent unauthorized access to your account. This is an automated security message from the Instagram team.

If you do not respond within 24 hours your account access will be revoked.",1
"Hi Sam,

Thanks for signing up for our newsletter. Here are this week's top articles on databases. You can manage your subscription preferences anytime from your account settings.

Best,
The Editorial Team",0
"Attention:

Your account will be permanently closed within 24 hours on your DHL account. Please confirm your password and card details immediately to avoid closure.

Click here to verify: http://dhl.com-verify-account.ru/signin

Please act now to prevent unauthorized access to your account. This is an automated security message from the DHL team.

If you do not respond within 24 hours your account access will be revoked.",1
"Dear Valued User,

Your password will expire today on your Google account. Verify now to claim your reward before it expires.

Click here to verify: http://google-support.security-check.net

Please act now to prevent unauthorized access to your account. This is an automated security message from the Google team.

If you do not respond within 24 hours your account access will be revoked.",1
"Hi Sneha,

Thanks for signing up for our newsletter. Here are this week's top articles on operating systems. You can manage your subscription preferences anytime from your account settings.

Best,
The Editorial Team",0
"Hey Sam,

Happy birthday! Hope you have a great day. Let's catch up for coffee sometime this Friday.

Cheers,
Karthik",0
"Hi Ravi,

Thanks for signing up for our newsletter. Here are this week's top articles on network security. You can manage your subscription preferences anytime from your account settings.

Best,
The Editorial Team",0
